url,name,website,socials,email,address,contact,description,years_active,staff,awards
https://architectdirectory.co.uk/practice/byothers,Byothers,https://byothers.com/,"[""https://instagram.com/_ByOthers""]",hello@byothers.com,"310 Commercial Way, London, SE15 1QN",Richard Keys,"ByOthers was founded in 2020 to broaden the scope of typical architecture practice and challenge what a design studio can be in the 21st Century. Delivering positive change within the built environment is a dynamic challenge and design is a constantly evolving process. We are agents of change, working with the idealists and disruptors who believe in a brighter, open-minded and ambitious future. Address 310 Commercial Way, London, SE15 1QN Contact Richard Keys Instagram _ByOthers",3,0 - 4,[]
https://architectdirectory.co.uk/practice/c-architecture,C Architecture,http://www.c-architecture.com/,[],info@c-architecture.com,"Platf9rm, Ground Floor, Hove Town Hall, Tisbury Road, Hove, BN3 3BQ",David Challinor,"C-Architecture Limited is fast gaining a reputation as the visionary for sustainable homes. We deliver premium grade functionality, with high eco credentials. Address Platf9rm, Ground Floor, Hove Town Hall, Tisbury Road, Hove, BN3 3BQ Contact David Challinor",14,0 - 4,[]
https://architectdirectory.co.uk/practice/calls-architecture,Calls Architecture,http://www.callsarchitecture.co.uk/portfolio/home.html,[],architects@callsarchitecture.co.uk,"11 Cotswold Drive, Garforth, Leeds, LS25 2DA",Stephen Dixon,"Calls Architecture design buildings and environments of their time and place. We develop inclusive and imaginative designs for each individual client, brief and budget. We create designs that are both contemporary and sensitive to the local context. We have extensive experience of working with the regeneration of historic buildings, landscapes and places. We believe in reducing the environmental impact of construction, and strive to develop sustainable designs that minimise the use of energy. We make considered material choices and develop environmental solutions suited to the lifecycle of a building. Address 11 Cotswold Drive, Garforth, Leeds, LS25 2DA Contact Stephen Dixon",14,0 - 4,[]
https://architectdirectory.co.uk/practice/calum-duncan-architects,Calum Duncan Architects,https://calumduncan.com/,"[""https://instagram.com/calumduncanarchitectsltd""]",mail@calumduncan.com,"13a Thirlestone Lane, Edinburgh, EH9 1AJ",Calum Duncan,"We create homes, buildings and spaces that are unique to the users' needs and interests, full of personality, improving energy-efficiency and above all, a delight to live or work in - while also remaining flexible enough to cope with changing circumstances. Address 13a Thirlestone Lane, Edinburgh, EH9 1AJ Contact Calum Duncan Instagram calumduncanarchitectsltd",10,0 - 4,[]
https://architectdirectory.co.uk/practice/campbell-jackson-architects,Campbell Jackson Architects,http://www.campbelljackson.co.uk/,[],mail@cjarch.com,"Long Crichel House, Long Crichel, Wimborne, BH21 5JU",James Campbell,"Campbell Jackson is an award winning architectural practice based in Dorset, with a long experience of designing and building in both town and country. The context of every project is unique in some way. We work to uncover and exploit this uniqueness. Address Long Crichel House, Long Crichel, Wimborne, BH21 5JU Contact James Campbell",2,5 - 19,[]
https://architectdirectory.co.uk/practice/carolyn-squire-architect,Carolyn Squire Architect,http://www.carolynsquire.co.uk,[],mail@carolynsquire.co.uk,"122 Church Walk, London, N16 8QW",Carolyn Squire,"Carolyn Squire has been running a residential practice in Stoke Newington for over 20 years, providing clients with a highly personalised service on a range of projects from kitchens and bathrooms to conversions, extensions and new build houses. At every stage of the project, from feasibility to completion, the closest attention is paid to the wishes of the client. The practice aims, as a result, to be able to create space that is functional, uplifting and a long-term asset both to the client and the wider built environment. Address 122 Church Walk, London, N16 8QW Contact Carolyn Squire",20,0 - 4,[]
https://architectdirectory.co.uk/practice/carter-gregson-gray,Carter Gregson Gray,https://www.cartergregsongray.com/,"[""https://instagram.com/cartergregsongray""]",studio@cartergregsongray.com,"c/o Arup, 8 Fitzroy Street, London, W1T 4BJ",Kevin Gray,"Carter Gregson Gray are London based architects with international experience and a global outlook. We design thoughtful places to live, work, learn and play. We help organisations, communities and individuals, find meaningful outcomes for their needs. Address c/o Arup, 8 Fitzroy Street, London, W1T 4BJ Contact Kevin Gray Instagram cartergregsongray",2,5 - 19,[]
https://architectdirectory.co.uk/practice/carve-architecture,Carve Architecture,https://carvearchitecture.co.uk/,[],info@carvearchitecture.co.uk,,Tim Hatton,"The practice brings together the diverse skills of its partners who are all long-time friends. These skills encompass both the public and private sectors and include residential, commercial, retail, civic and masterplanning projects. Architecture is closely supported by and entwined with specialisms in sustainability and building research that inform and influence the design work. Addresses 14 Clifford Street, York, YO1 9RD Toffee Factory, Lower Steenbergs Yard, Ouseburn, Newcastle upon Tyne, NE1 2DF Contact Tim Hatton",12,5 - 19,[]
https://architectdirectory.co.uk/practice/carvell-associates,Carvell Associates,https://www.carvellassociates.com/,[],jamescarvell@outlook.com,"39 Snows Green Road, Shotley Bridge, Consett, DH8 0HD",James Carvell,"We believe all building projects should be seen as an investment of time, energy, resource and capital. Our architectural design expertise draws on over 30 years of experience in the industry, with a focus on cost effective solutions and bespoke developments. We resolve to create and deliver designs of value. This philosophy is consistent with our approach to all projects: Quality within budget. Address 39 Snows Green Road, Shotley Bridge, Consett, DH8 0HD Contact James Carvell",13,0 - 4,[]
https://architectdirectory.co.uk/practice/casa-architects,Casa Architects,https://www.casa-architects.com/,[],studio@casa-architects.com,"Attika Workspace, Bath Brewery, Toll Bridge Road, Bath, BA1 7DE",Ian Walker,"Our sensitivity to site and context, combined with our environmental philosophy and care for our clients, results in beautiful, sustainable and transformative buildings. This approach has led to designing projects across the UK, in all scales of building: from house extensions and new homes to schools and community buildings. Address Attika Workspace, Bath Brewery, Toll Bridge Road, Bath, BA1 7DE Contact Ian Walker",17,5 - 19,[]
https://architectdirectory.co.uk/practice/cass-associates,Cass Associates,http://www.cassassociates.co.uk/,[],enquiry@cassassociates.co.uk,"Studio 204 B, The Tea Factory, 82 Wood Street, Liverpool, L1 4DQ",Richard Roberts,"We view scheme design and project delivery as a continuous, integrated process involving creative, technical and ‘hands on’ project management skills. This approach has been applied successfully across a broad range of building types, including housing, sport and leisure, cultural, commercial and industrial projects. Address Studio 204 B, The Tea Factory, 82 Wood Street, Liverpool, L1 4DQ Contact Richard Roberts",40,0 - 4,[]
